temperature,humidity,timestamp
17.0,87.0,2020-10-11 00:51:03.890024
18.0,90.0,2020-10-11 00:56:04.412087
18.0,90.0,2020-10-11 01:01:04.954541
18.0,87.0,2020-10-11 01:06:05.489624
17.0,87.0,2020-10-11 01:11:06.046170
17.0,87.0,2020-10-11 01:16:06.601932
17.0,88.0,2020-10-11 01:21:07.132817
17.0,88.0,2020-10-11 01:26:07.689819
17.0,88.0,2020-10-11 01:31:08.246738
17.0,90.0,2020-10-11 01:36:08.803491
18.0,91.0,2020-10-11 01:41:09.339563
17.0,86.0,2020-10-11 01:46:09.834439
17.0,86.0,2020-10-11 01:51:10.304348
17.0,91.0,2020-10-11 01:56:10.856390
18.0,91.0,2020-10-11 02:01:11.386428
18.0,89.0,2020-10-11 02:06:11.886028
18.0,88.0,2020-10-11 02:11:12.398207
18.0,88.0,2020-10-11 02:16:12.886101
19.0,87.0,2020-10-11 02:21:13.367594
19.0,88.0,2020-10-11 02:26:13.907541
19.0,89.0,2020-10-11 02:31:14.386049
19.0,88.0,2020-10-11 02:36:14.883828
19.0,88.0,2020-10-11 02:41:15.384943
19.0,88.0,2020-10-11 02:46:15.870871
19.0,88.0,2020-10-11 02:51:16.428345
19.0,87.0,2020-10-11 02:56:16.871958
19.0,86.0,2020-10-11 03:01:17.385961
19.0,87.0,2020-10-11 03:06:17.880911
19.0,87.0,2020-10-11 03:11:18.367503
19.0,86.0,2020-10-11 03:16:18.777807
19.0,87.0,2020-10-11 03:21:19.326090
19.0,87.0,2020-10-11 03:26:19.882260
19.0,87.0,2020-10-11 03:31:20.386449
19.0,87.0,2020-10-11 03:36:20.886116
19.0,87.0,2020-10-11 03:41:21.385094
19.0,87.0,2020-10-11 03:46:21.886053
19.0,86.0,2020-10-11 03:51:22.426344
19.0,87.0,2020-10-11 03:56:22.926032
18.0,85.0,2020-10-11 04:01:23.434945
18.0,88.0,2020-10-11 04:06:23.948953
19.0,89.0,2020-10-11 04:11:24.480412
19.0,88.0,2020-10-11 04:16:25.005296
19.0,88.0,2020-10-11 04:21:25.559766
19.0,87.0,2020-10-11 04:26:26.104141
19.0,90.0,2020-10-11 04:31:26.577508
19.0,90.0,2020-10-11 04:36:26.996991
19.0,91.0,2020-10-11 04:41:27.526551
19.0,92.0,2020-10-11 04:46:28.085070
19.0,92.0,2020-10-11 04:51:28.640586
19.0,91.0,2020-10-11 04:56:29.136090
19.0,91.0,2020-10-11 05:01:29.635382
19.0,92.0,2020-10-11 05:06:30.190690
19.0,92.0,2020-10-11 05:11:30.655605
19.0,92.0,2020-10-11 05:16:31.135357
19.0,91.0,2020-10-11 05:21:31.627252
19.0,92.0,2020-10-11 05:26:32.148978
19.0,92.0,2020-10-11 05:31:32.636110
19.0,92.0,2020-10-11 05:36:33.133915
19.0,91.0,2020-10-11 05:41:33.670501
19.0,92.0,2020-10-11 05:46:34.136040
19.0,92.0,2020-10-11 05:51:34.635087
20.0,92.0,2020-10-11 05:56:35.096709
20.0,91.0,2020-10-11 06:01:35.558700
20.0,91.0,2020-10-11 06:06:36.075858
20.0,91.0,2020-10-11 06:11:36.634994
20.0,92.0,2020-10-11 06:16:37.153332
20.0,91.0,2020-10-11 06:21:37.699652
20.0,91.0,2020-10-11 06:26:38.186048
20.0,91.0,2020-10-11 06:31:38.745076
20.0,92.0,2020-10-11 06:36:39.304246
17.0,82.0,2020-10-11 06:41:39.856852
16.0,87.0,2020-10-11 06:46:40.383965
15.0,88.0,2020-10-11 06:51:40.884900
15.0,87.0,2020-10-11 06:56:41.443964
17.0,92.0,2020-10-11 07:01:42.001926
18.0,93.0,2020-10-11 07:06:42.561357
18.0,93.0,2020-10-11 07:11:43.027873
18.0,91.0,2020-10-11 07:16:43.419363
19.0,91.0,2020-10-11 07:21:43.882681
19.0,91.0,2020-10-11 07:26:44.375970
19.0,91.0,2020-10-11 07:31:44.875962
19.0,91.0,2020-10-11 07:36:45.423589
19.0,91.0,2020-10-11 07:41:45.982839
19.0,90.0,2020-10-11 07:46:46.475087
19.0,90.0,2020-10-11 07:51:46.936000
19.0,90.0,2020-10-11 07:56:47.484813
19.0,90.0,2020-10-11 08:01:48.041579
19.0,90.0,2020-10-11 08:06:48.601242
19.0,88.0,2020-10-11 08:11:49.160819
19.0,88.0,2020-10-11 08:16:49.720327
19.0,87.0,2020-10-11 08:21:50.272834
19.0,89.0,2020-10-11 08:26:50.654389
19.0,91.0,2020-10-11 08:31:51.017380
19.0,91.0,2020-10-11 08:36:51.539650
19.0,88.0,2020-10-11 08:41:52.098671
19.0,87.0,2020-10-11 08:46:52.636018
19.0,88.0,2020-10-11 08:51:53.136112
19.0,88.0,2020-10-11 08:56:53.636395
19.0,86.0,2020-10-11 09:01:54.136267
19.0,89.0,2020-10-11 09:06:54.634224
19.0,88.0,2020-10-11 09:11:55.136432
19.0,88.0,2020-10-11 09:16:55.616661
19.0,87.0,2020-10-11 09:21:56.160835
19.0,87.0,2020-10-11 09:26:56.635038
19.0,86.0,2020-10-11 09:31:57.156325
19.0,87.0,2020-10-11 09:36:57.636042
19.0,86.0,2020-10-11 09:41:58.155166
19.0,87.0,2020-10-11 09:46:58.537975
19.0,87.0,2020-10-11 09:51:59.076800
19.0,87.0,2020-10-11 09:56:59.549251
19.0,87.0,2020-10-11 10:02:00.110174
19.0,87.0,2020-10-11 10:07:00.635251
19.0,87.0,2020-10-11 10:12:01.135089
19.0,85.0,2020-10-11 10:17:01.531466
19.0,85.0,2020-10-11 10:22:02.034564
19.0,87.0,2020-10-11 10:27:02.584465
18.0,88.0,2020-10-11 10:32:03.136012
19.0,88.0,2020-10-11 10:37:03.614322
18.0,86.0,2020-10-11 10:42:04.125207
19.0,90.0,2020-10-11 10:47:04.635228
18.0,86.0,2020-10-11 10:52:05.136504
18.0,88.0,2020-10-11 10:57:05.643824
18.0,87.0,2020-10-11 11:02:06.038050
19.0,87.0,2020-10-11 11:07:06.599267
18.0,87.0,2020-10-11 11:12:07.064323
18.0,86.0,2020-10-11 11:17:07.623349
18.0,86.0,2020-10-11 11:22:08.136076
18.0,85.0,2020-10-11 11:27:08.634933
18.0,86.0,2020-10-11 11:32:09.151507
18.0,85.0,2020-10-11 11:37:09.585156
18.0,84.0,2020-10-11 11:42:10.088385
18.0,86.0,2020-10-11 11:47:10.589719
18.0,86.0,2020-10-11 11:52:11.136567
18.0,86.0,2020-10-11 11:57:11.685685
18.0,88.0,2020-10-11 12:02:12.175954
18.0,86.0,2020-10-11 12:07:12.705643
18.0,85.0,2020-10-11 12:12:13.179676
18.0,85.0,2020-10-11 12:17:13.696815
18.0,85.0,2020-10-11 12:22:14.234454
18.0,85.0,2020-10-11 12:27:14.757613
18.0,85.0,2020-10-11 12:32:15.318708
18.0,86.0,2020-10-11 12:37:15.880659
18.0,86.0,2020-10-11 12:42:16.387022
18.0,87.0,2020-10-11 12:47:16.886004
18.0,86.0,2020-10-11 12:52:17.444526
18.0,86.0,2020-10-11 12:57:17.989321
18.0,87.0,2020-10-11 13:02:18.516834
18.0,86.0,2020-10-11 13:07:19.073660
18.0,85.0,2020-10-11 13:12:19.616052
18.0,88.0,2020-10-11 13:17:20.136023
18.0,86.0,2020-10-11 13:22:20.665176
18.0,85.0,2020-10-11 13:27:21.154451
18.0,86.0,2020-10-11 13:32:21.716122
18.0,87.0,2020-10-11 13:37:22.211986
18.0,86.0,2020-10-11 13:42:22.693208
18.0,86.0,2020-10-11 13:47:23.108599
18.0,86.0,2020-10-11 13:52:23.590285
18.0,85.0,2020-10-11 13:57:24.124911
18.0,85.0,2020-10-11 14:02:24.668530
18.0,85.0,2020-10-11 14:07:25.136253
18.0,85.0,2020-10-11 14:12:25.681951
18.0,85.0,2020-10-11 14:17:26.244410
18.0,87.0,2020-10-11 14:22:26.733413
18.0,87.0,2020-10-11 14:27:27.245998
18.0,86.0,2020-10-11 14:32:27.804140
18.0,86.0,2020-10-11 14:37:28.366027
18.0,85.0,2020-10-11 14:42:28.926078
18.0,86.0,2020-10-11 14:47:29.486055
18.0,86.0,2020-10-11 14:52:29.941465
18.0,87.0,2020-10-11 14:57:30.465369
18.0,86.0,2020-10-11 15:02:31.028339
18.0,86.0,2020-10-11 15:07:31.514155
18.0,86.0,2020-10-11 15:12:32.052550
18.0,86.0,2020-10-11 15:17:32.557693
18.0,86.0,2020-10-11 15:22:33.089647
16.0,85.0,2020-10-11 15:27:33.633984
18.0,91.0,2020-10-11 15:32:34.132793
18.0,92.0,2020-10-11 15:37:34.694390
18.0,91.0,2020-10-11 15:42:35.196333
18.0,91.0,2020-10-11 15:47:35.708653
18.0,91.0,2020-10-11 15:52:36.270823
18.0,90.0,2020-10-11 15:57:36.812992
19.0,89.0,2020-10-11 16:02:37.280569
19.0,88.0,2020-10-11 16:07:37.748617
19.0,88.0,2020-10-11 16:12:38.189856
17.0,84.0,2020-10-11 16:17:38.673255
17.0,82.0,2020-10-11 16:22:39.192680
18.0,88.0,2020-10-11 16:27:39.728638
19.0,88.0,2020-10-11 16:32:40.291188
19.0,88.0,2020-10-11 16:37:40.830363
19.0,88.0,2020-10-11 16:42:41.386164
19.0,85.0,2020-10-11 16:47:41.930542
19.0,88.0,2020-10-11 16:52:42.462583
19.0,86.0,2020-10-11 16:57:43.026935
19.0,85.0,2020-10-11 17:02:43.566041
19.0,84.0,2020-10-11 17:07:44.123858
19.0,86.0,2020-10-11 17:12:44.684934
20.0,86.0,2020-10-11 17:17:45.191216
19.0,84.0,2020-10-11 17:22:45.675901
19.0,84.0,2020-10-11 17:27:46.186064
18.0,79.0,2020-10-11 17:32:46.743863
17.0,81.0,2020-10-11 17:37:47.298871
17.0,79.0,2020-10-11 17:42:47.857051
17.0,79.0,2020-10-11 17:47:48.385236
17.0,80.0,2020-10-11 17:52:48.937413
17.0,79.0,2020-10-11 17:57:49.492474
17.0,81.0,2020-10-11 18:02:50.054639
17.0,81.0,2020-10-11 18:07:50.520341
17.0,78.0,2020-10-11 18:12:51.044394
17.0,79.0,2020-10-11 18:17:51.579327
17.0,79.0,2020-10-11 18:22:52.134907
17.0,79.0,2020-10-11 18:27:52.637762
18.0,87.0,2020-10-11 18:32:53.108647
17.0,80.0,2020-10-11 18:37:53.590810
17.0,79.0,2020-10-11 18:42:54.146131
17.0,79.0,2020-10-11 18:47:54.690672
17.0,78.0,2020-10-11 18:52:55.156027
17.0,80.0,2020-10-11 18:57:55.668720
17.0,80.0,2020-10-11 19:02:56.207756
17.0,81.0,2020-10-11 19:07:56.766113
17.0,85.0,2020-10-11 19:12:57.325957
18.0,88.0,2020-10-11 19:17:57.886192
17.0,80.0,2020-10-11 19:22:58.444980
17.0,81.0,2020-10-11 19:27:59.004979
17.0,81.0,2020-10-11 19:32:59.566009
17.0,80.0,2020-10-11 19:38:00.117321
17.0,80.0,2020-10-11 19:43:00.637213
17.0,80.0,2020-10-11 19:48:01.106992
17.0,79.0,2020-10-11 19:53:01.635950
17.0,80.0,2020-10-11 19:58:02.178509
17.0,81.0,2020-10-11 20:03:02.693847
17.0,82.0,2020-10-11 20:08:03.178744
18.0,86.0,2020-10-11 20:13:03.681282
18.0,85.0,2020-10-11 20:18:04.246091
18.0,84.0,2020-10-11 20:23:04.808163
18.0,88.0,2020-10-11 20:28:05.278977
18.0,88.0,2020-10-11 20:33:05.844640
18.0,86.0,2020-10-11 20:38:06.386029
18.0,84.0,2020-10-11 20:43:06.886051
19.0,85.0,2020-10-11 20:48:07.435291
19.0,86.0,2020-10-11 20:53:07.998080
19.0,88.0,2020-10-11 20:58:08.559791
19.0,81.0,2020-10-11 21:03:09.051792
19.0,79.0,2020-10-11 21:08:09.487962
18.0,79.0,2020-10-11 21:13:10.022070
18.0,79.0,2020-10-11 21:18:10.554148
18.0,78.0,2020-10-11 21:23:11.047613
19.0,81.0,2020-10-11 21:28:11.610900
18.0,77.0,2020-10-11 21:33:12.171837
18.0,79.0,2020-10-11 21:38:12.738219
18.0,78.0,2020-10-11 21:43:13.303063
18.0,78.0,2020-10-11 21:48:13.777879
18.0,83.0,2020-10-11 21:53:14.341625
19.0,84.0,2020-10-11 21:58:14.886019
19.0,84.0,2020-10-11 22:03:15.410760
19.0,87.0,2020-10-11 22:08:15.976164
19.0,86.0,2020-10-11 22:13:16.535530
19.0,87.0,2020-10-11 22:18:17.013423
19.0,87.0,2020-10-11 22:23:17.448206
19.0,84.0,2020-10-11 22:28:18.004124
19.0,85.0,2020-10-11 22:33:18.525140
20.0,83.0,2020-10-11 22:25:30.661670
20.0,81.0,2020-10-11 22:41:48.627578
20.0,83.0,2020-10-11 22:46:49.135288
20.0,84.0,2020-10-11 22:51:49.668568
20.0,82.0,2020-10-11 22:56:50.184484
20.0,84.0,2020-10-11 23:01:50.712769
20.0,83.0,2020-10-11 23:06:51.176344
20.0,83.0,2020-10-11 23:11:51.719603
20.0,82.0,2020-10-11 23:16:52.264196
20.0,82.0,2020-10-11 23:21:52.806297
20.0,83.0,2020-10-11 23:26:53.348775
20.0,83.0,2020-10-11 23:31:53.876614
20.0,83.0,2020-10-11 23:36:54.397308
20.0,83.0,2020-10-11 23:41:54.878399
20.0,83.0,2020-10-11 23:46:55.398189
20.0,81.0,2020-10-11 23:51:55.857653
21.0,83.0,2020-10-11 23:56:56.322866
21.0,83.0,2020-10-12 00:01:56.855167
21.0,83.0,2020-10-12 00:06:57.417536
21.0,83.0,2020-10-12 00:11:57.938309
21.0,82.0,2020-10-12 00:16:58.440528
21.0,84.0,2020-10-12 00:21:58.960883
21.0,83.0,2020-10-12 00:26:59.445898
21.0,80.0,2020-10-12 00:31:59.921194
21.0,84.0,2020-10-12 00:37:00.434240
21.0,83.0,2020-10-12 00:42:00.952240
21.0,81.0,2020-10-12 00:47:01.478880
21.0,78.0,2020-10-12 00:52:01.925498
21.0,79.0,2020-10-12 00:57:02.439562
21.0,82.0,2020-10-12 01:02:02.966571
21.0,82.0,2020-10-12 01:07:03.445286
21.0,82.0,2020-10-12 01:12:03.825097
21.0,83.0,2020-10-12 01:17:04.193437
21.0,83.0,2020-10-12 01:22:04.723331
21.0,85.0,2020-10-12 01:27:05.273633
21.0,81.0,2020-10-12 01:32:05.774396
21.0,84.0,2020-10-12 01:37:06.264612
21.0,84.0,2020-10-12 01:42:06.743987
21.0,82.0,2020-10-12 01:47:07.308002
21.0,83.0,2020-10-12 01:52:07.850974
21.0,82.0,2020-10-12 01:57:08.322842
21.0,79.0,2020-10-12 02:02:08.871668
22.0,82.0,2020-10-12 02:07:09.419523
22.0,80.0,2020-10-12 02:12:09.889358
22.0,84.0,2020-10-12 02:17:10.419019
22.0,80.0,2020-10-12 02:22:10.939096
22.0,83.0,2020-10-12 02:27:11.427175
22.0,85.0,2020-10-12 02:32:11.972057
22.0,85.0,2020-10-12 02:37:12.396123
22.0,86.0,2020-10-12 02:42:12.923228
22.0,82.0,2020-10-12 02:47:13.453306
21.0,83.0,2020-10-12 02:52:13.931388
22.0,86.0,2020-10-12 02:57:14.314520
21.0,82.0,2020-10-12 03:02:14.799237
21.0,81.0,2020-10-12 03:07:15.357185
21.0,82.0,2020-10-12 03:12:15.861198
21.0,78.0,2020-10-12 03:17:16.409084
21.0,78.0,2020-10-12 03:22:16.928791
21.0,80.0,2020-10-12 03:27:17.427732
21.0,81.0,2020-10-12 03:32:17.976740
21.0,84.0,2020-10-12 03:37:18.441746
21.0,84.0,2020-10-12 03:42:18.970573
21.0,85.0,2020-10-12 03:47:19.485104
21.0,85.0,2020-10-12 03:52:20.021611
21.0,83.0,2020-10-12 03:57:20.549988
21.0,85.0,2020-10-12 04:02:20.998379
21.0,85.0,2020-10-12 04:07:21.374882
21.0,84.0,2020-10-12 04:12:21.939844
21.0,84.0,2020-10-12 04:17:22.477431
21.0,84.0,2020-10-12 04:22:22.948150
21.0,84.0,2020-10-12 04:27:23.416005
21.0,84.0,2020-10-12 04:32:23.940835
21.0,79.0,2020-10-12 04:37:24.397219
21.0,86.0,2020-10-12 04:42:24.934013
21.0,87.0,2020-10-12 04:47:25.461233
21.0,83.0,2020-10-12 04:52:25.953616
21.0,81.0,2020-10-12 04:57:26.434995
21.0,83.0,2020-10-12 05:02:26.933884
21.0,79.0,2020-10-12 05:07:27.409829
21.0,83.0,2020-10-12 05:12:27.928561
21.0,82.0,2020-10-12 05:17:28.441503
21.0,83.0,2020-10-12 05:22:29.053631
21.0,85.0,2020-10-12 05:27:29.565326
21.0,80.0,2020-10-12 05:32:30.054720
21.0,80.0,2020-10-12 05:37:30.547499
21.0,82.0,2020-10-12 05:42:31.112865
21.0,81.0,2020-10-12 05:47:31.555425
21.0,80.0,2020-10-12 05:52:32.113665
21.0,85.0,2020-10-12 05:57:32.630569
21.0,80.0,2020-10-12 06:02:33.143330
21.0,80.0,2020-10-12 06:07:33.685870
21.0,85.0,2020-10-12 06:12:34.182936
21.0,83.0,2020-10-12 06:17:34.679522
21.0,82.0,2020-10-12 06:22:35.229960
21.0,81.0,2020-10-12 06:27:35.677430
21.0,82.0,2020-10-12 06:32:36.176752
21.0,79.0,2020-10-12 06:37:36.679505
21.0,84.0,2020-10-12 06:42:37.177454
21.0,81.0,2020-10-12 06:47:37.634452
21.0,81.0,2020-10-12 06:52:38.142810
21.0,85.0,2020-10-12 06:57:38.698291
21.0,81.0,2020-10-12 07:02:39.180774
21.0,83.0,2020-10-12 07:07:39.671962
21.0,85.0,2020-10-12 07:12:40.145867
21.0,82.0,2020-10-12 07:17:40.693646
21.0,80.0,2020-10-12 07:22:41.169568
21.0,86.0,2020-10-12 07:27:41.714234
21.0,83.0,2020-10-12 07:32:42.253488
21.0,86.0,2020-10-12 07:37:42.704425
21.0,87.0,2020-10-12 07:42:43.165256
21.0,80.0,2020-10-12 07:47:43.690699
21.0,82.0,2020-10-12 07:52:44.196043
21.0,82.0,2020-10-12 07:57:44.686431
21.0,85.0,2020-10-12 08:02:45.130511
21.0,82.0,2020-10-12 08:07:45.679287
21.0,81.0,2020-10-12 08:12:46.222046
21.0,82.0,2020-10-12 08:17:46.747120
21.0,86.0,2020-10-12 08:22:47.302985
21.0,81.0,2020-10-12 08:27:47.739579
21.0,80.0,2020-10-12 08:32:48.167753
21.0,81.0,2020-10-12 08:37:48.564166
21.0,81.0,2020-10-12 08:42:49.033411
21.0,85.0,2020-10-12 08:47:49.597487
21.0,83.0,2020-10-12 08:52:50.133907
21.0,81.0,2020-10-12 08:57:50.600157
21.0,81.0,2020-10-12 09:02:51.157216
21.0,81.0,2020-10-12 09:07:51.698091
21.0,83.0,2020-10-12 09:12:52.169739
21.0,84.0,2020-10-12 09:17:52.614302
21.0,82.0,2020-10-12 09:22:53.143940
21.0,85.0,2020-10-12 09:27:53.708195
21.0,83.0,2020-10-12 09:32:54.224737
21.0,82.0,2020-10-12 09:37:54.686677
21.0,86.0,2020-10-12 09:42:55.189148
21.0,84.0,2020-10-12 09:47:55.682850
21.0,84.0,2020-10-12 09:52:56.217175
21.0,86.0,2020-10-12 09:57:56.714272
21.0,82.0,2020-10-12 10:02:57.246878
21.0,86.0,2020-10-12 10:07:57.716422
21.0,84.0,2020-10-12 10:12:58.231157
21.0,86.0,2020-10-12 10:17:58.693932
21.0,86.0,2020-10-12 10:22:59.168735
21.0,82.0,2020-10-12 10:27:59.675540
21.0,85.0,2020-10-12 10:33:00.164188
21.0,83.0,2020-10-12 10:38:00.612623
21.0,84.0,2020-10-12 10:43:01.117046
21.0,82.0,2020-10-12 10:48:01.660411
21.0,82.0,2020-10-12 10:53:02.188191
21.0,86.0,2020-10-12 10:58:02.677466
21.0,83.0,2020-10-12 11:03:03.184235
21.0,85.0,2020-10-12 11:08:03.702404
21.0,87.0,2020-10-12 11:13:04.229998
21.0,85.0,2020-10-12 11:18:04.761297
21.0,86.0,2020-10-12 11:23:05.248571
21.0,82.0,2020-10-12 11:28:05.726913
21.0,85.0,2020-10-12 11:33:06.236896
21.0,85.0,2020-10-12 11:38:06.792301
21.0,82.0,2020-10-12 11:43:07.345687
21.0,87.0,2020-10-12 11:48:07.906589
21.0,82.0,2020-10-12 11:53:08.450814
21.0,86.0,2020-10-12 11:58:08.924073
21.0,84.0,2020-10-12 12:03:09.354504
21.0,82.0,2020-10-12 12:08:09.849261
21.0,85.0,2020-10-12 12:13:10.401737
21.0,82.0,2020-10-12 12:18:10.956221
21.0,84.0,2020-10-12 12:23:11.457857
20.0,81.0,2020-10-12 12:28:11.948051
21.0,86.0,2020-10-12 12:33:12.516757
20.0,82.0,2020-10-12 12:38:13.084279
20.0,82.0,2020-10-12 12:43:13.561290
20.0,86.0,2020-10-12 12:48:14.036922
20.0,85.0,2020-10-12 12:53:14.548710
20.0,84.0,2020-10-12 12:58:15.071353
20.0,85.0,2020-10-12 13:03:15.547756
20.0,82.0,2020-10-12 13:08:16.093968
20.0,83.0,2020-10-12 13:13:16.615990
20.0,82.0,2020-10-12 13:18:17.156661
20.0,82.0,2020-10-12 13:23:17.691898
20.0,85.0,2020-10-12 13:28:18.153494
20.0,85.0,2020-10-12 13:33:18.697044
